Time On Sample,Displacement Into Surface,Load On Sample,Harmonic Contact Stiffness,Harmonic Displacement,Harmonic Load
0,0,0,396.6287488,0.447482372,2.176448668
0.1,-0.064390781,0.000349349,1972.936751,0.35274708,2.218029885
0.2,0.005281412,0.000689525,3542.431778,0.308217127,2.244291714
0.3,0.246487598,0.001017964,6296.850238,0.265433445,2.281495983
0.4,0.360292324,0.001355121,8522.760335,0.240549059,2.320888729
0.5,0.323380289,0.00170259,10099.92746,0.225705741,2.365752675
0.6,0.339760368,0.002046413,11308.24689,0.213045265,2.405145413
0.7,0.634675011,0.002371177,12781.25488,0.19951165,2.464234542
0.8,0.586938016,0.002719386,13552.57705,0.19252656,2.50581576
0.9,0.356425724,0.003080102,14250.2794,0.186851175,2.563810605
1,0.607207835,0.003407886,14783.593,0.182048924,2.603203361
1.1,0.448723166,0.003763674,15448.32906,0.177246675,2.663386697
1.2,0.507570399,0.004104591,16022.56893,0.172444425,2.702779436
1.3,0.635947186,0.00444075,17104.61028,0.163276493,2.761868554
1.4,0.366298498,0.004804144,18463.78787,0.15454513,2.851596428
1.5,0.634983428,0.005130703,19880.07985,0.147560039,2.957737996
1.6,0.727138232,0.00546934,21616.74965,0.141011516,3.087952885
1.7,0.632770637,0.005820741,23603.86286,0.134026426,3.212696542
1.8,0.825680843,0.006152484,25107.31207,0.13053388,3.317743857
1.9,0.660951005,0.006508699,27154.31168,0.127477904,3.472032063
2,0.735202988,0.006848562,28215.93172,0.126604767,3.575985127
2.1,0.767404164,0.007191302,29409.79085,0.127041335,3.722613651
2.2,0.618495422,0.007546434,29921.52107,0.129224176,3.825472446
2.3,0.769771164,0.007881027,30468.8792,0.131843585,3.945839158
2.4,0.647508478,0.008234336,30900.53291,0.133589858,4.036661286
2.5,0.703024954,0.008575481,32597.06957,0.137955539,4.379159262
2.6,0.802257616,0.008913634,33682.73697,0.139701812,4.580499922
2.7,0.872346153,0.009253782,35134.22959,0.142757789,4.883605172
2.8,0.582712923,0.009618543,35996.98953,0.14494063,5.084945769
2.9,0.98129738,0.009936214,36858.41064,0.149742879,5.38476834
3,0.799081067,0.010293625,37216.70126,0.153671993,5.58282624
3.09,0.731553437,0.010608695,37597.06729,0.160220516,5.892496905
3.2,0.85890395,0.01097664,38274.03339,0.162403356,6.091649101
3.3,0.711244553,0.011329015,38574.1816,0.168515311,6.387094603
3.4,0.984925928,0.011652559,38584.54476,0.177246673,6.729592615
3.5,0.857667419,0.012003538,38424.71602,0.185541469,7.021755396
3.6,1.036838562,0.01233355,37791.571,0.201257922,7.483525851
3.7,0.942054934,0.012682306,37060.44396,0.213918399,7.784442583
3.8,1.24821119,0.013003628,36774.91742,0.228761715,8.238553372
3.9,1.155509285,0.013352242,36573.69811,0.238802783,8.539470111
4,1.167726229,0.013693677,36318.31762,0.2536461,8.988109606
4.1,1.126651059,0.014038758,36068.34256,0.264123736,9.283555137
4.2,1.173008263,0.014377856,35517.85223,0.281149894,9.721252217
4.3,1.024932522,0.014730259,35279.18896,0.291627531,10.0112265
4.4,0.973448736,0.015076053,35407.41773,0.300358895,10.34825322
4.5,0.904062131,0.015423072,36047.26715,0.313019372,10.98291398
4.6,1.119871602,0.015750576,36701.56312,0.318258188,11.37465292
4.7,0.944317114,0.016104859,37396.68105,0.328735825,11.97976909
4.8,1.101005647,0.016436409,37671.37953,0.336594051,12.36165984
4.9,1.124047551,0.016777103,37767.1445,0.351437368,12.9492682
5,1.179147992,0.017115603,38010.05271,0.359732163,13.34976103
5.1,1.229668642,0.017454417,38385.77443,0.368463526,13.82028547
5.2,1.403843648,0.01778477,38477.45571,0.380250865,14.30503501
5.3,1.105883839,0.018147428,38418.75684,0.390291935,14.66941774
5.4,1.312950072,0.01847553,38338.38808,0.401642705,15.07757032
5.5,1.137395585,0.018829813,38307.84979,0.420851706,15.79648773
5.6,1.360699258,0.019156804,38162.60998,0.433512181,16.21230005
5.7,1.399562258,0.019496415,37950.51464,0.453157747,16.85571482
5.8,1.604130422,0.019824688,37897.83978,0.464945086,17.26605594
5.9,1.229146857,0.020192616,37852.19872,0.477168998,17.69828159
6,1.137277642,0.020541172,37423.95873,0.499433975,18.31434017
6.1,1.092039026,0.020886539,36920.57405,0.516896701,18.69513663
6.2,1.050131167,0.021231677,36160.05859,0.54352736,19.25429456
6.3,1.118554636,0.021569266,35484.65821,0.565792335,19.65916447
6.4,1.159915704,0.021908707,34712.45427,0.590240152,20.05199761
6.5,1.185455676,0.02224923,33754.75486,0.626911877,20.70416626
6.6,1.233894603,0.022588186,33168.43372,0.650486557,21.09918791
6.7,0.855580278,0.022956343,32621.31298,0.673188106,21.46247626
6.8,1.111358834,0.023281113,31605.1698,0.712479237,22.00303227
6.9,0.624794901,0.023656677,30839.77981,0.741729311,22.35100116
7,1.014220087,0.023972302,29757.93967,0.785822689,22.84012785
7.1,0.903615363,0.024322142,29146.11252,0.813763053,23.1673064
7.2,0.929155335,0.024662665,28496.89391,0.843449688,23.47807131
7.3,0.979675985,0.025001479,27690.23016,0.883613958,23.90701453
7.4,1.048099454,0.025339069,27024.80306,0.919412546,24.27249155
7.5,0.88545165,0.025692469,26460.48671,0.94997232,24.55480618
7.6,0.995093239,0.026027238,25832.08902,0.985116055,24.8754192
7.7,0.919877809,0.026374656,25118.34668,1.024625476,25.18837271
7.8,0.68770045,0.026732814,24600.47173,1.05562182,25.4323885
7.9,0.887272481,0.02706143,24155.54401,1.085308451,25.6884416
8,0.889080808,0.027403578,23515.4532,1.129401835,26.05391849
8.1,0.815947101,0.027750853,23074.73734,1.159961608,26.2793326
8.2,0.83940535,0.028091519,22677.69478,1.189211675,26.49818095
8.3,0.94113639,0.02842683,22282.91906,1.218461739,26.70499311
8.4,1.160692963,0.028754078,21858.26095,1.25033121,26.92493594
8.5,0.895208034,0.029114515,21509.45816,1.278271578,27.13831315
8.6,1.172220166,0.029437832,21121.53716,1.313197025,27.41953367
8.7,1.274783896,0.029773084,21019.68809,1.327603772,27.61212059
8.8,1.368604388,0.030108935,20907.57313,1.342883655,27.80908424
8.9,1.167236534,0.030464984,20811.08617,1.356853841,28.0049536
9,1.222753319,0.030803456,20818.44396,1.369514316,28.31790691
9.1,1.189172353,0.031148025,20881.77634,1.374753135,28.53237867
9.2,1.531134247,0.031466897,20951.72681,1.379555376,28.74685036
9.3,1.319357778,0.031823658,21080.70557,1.380865086,28.95803916
9.4,1.368212651,0.032166007,21306.68437,1.378682244,29.21846882
9.5,1.438717843,0.032503453,21478.03144,1.379118811,29.4602967
9.6,1.440109826,0.032845628,21668.61886,1.381301651,29.76996721
9.7,1.176706622,0.033205921,21772.87703,1.384357635,29.97896744
9.8,1.41791391,0.033524845,21824.85375,1.390033015,30.17921395
9.9,1.526722013,0.033866513,21872.85497,1.39527183,30.3663298
10,1.210026696,0.034230453,21828.22696,1.409678588,30.63988986
10.1,1.27636884,0.034564763,21719.87737,1.423212199,30.80621512
10.2,1.425146426,0.034900275,21594.78822,1.436745808,30.9561262
10.3,1.496484705,0.035234243,21408.86898,1.453771964,31.10275504
10.4,1.650258824,0.035565991,21145.17573,1.475600368,31.24719511
10.5,1.683292999,0.035906001,20898.84373,1.49873848,31.44415896
10.6,1.435710892,0.036265211,20790.68831,1.510962395,31.57875037
10.7,2.160709844,0.036557874,20642.92785,1.525805692,31.70130653
10.8,2.023042721,0.036909562,20566.92477,1.537156468,31.82933267
10.9,1.322477654,0.037299768,20589.07328,1.545887851,32.04052076
11,1.978363399,0.037597159,20698.61139,1.545887832,32.19590386
11.1,2.187927697,0.037925089,20936.99886,1.538466168,32.37426585
11.2,2.17849472,0.038268003,21333.57521,1.522313146,32.58107752
11.3,2.134088794,0.038613311,22172.49602,1.486077991,32.93014108
11.4,2.241232313,0.038948248,22601.38784,1.467742126,33.09208897
11.5,1.967004152,0.039309281,23810.34129,1.417973364,33.52212617
11.6,2.194887614,0.039635957,24618.40855,1.386103883,33.79896975
11.7,2.082201169,0.039985937,25672.7924,1.345503047,34.12395985
11.8,2.158535185,0.040322983,27355.73483,1.285256641,34.6349711
11.9,2.324799641,0.040653875,28427.47283,1.251204321,34.97418665
12,2.366160708,0.040993314,29548.08575,1.218025141,35.32215582
12.1,1.97702143,0.041362209,30590.33433,1.189211651,35.65371102
12.2,2.099153356,0.041696122,31879.3539,1.15821531,36.13955478
12.3,2.015611035,0.042044107,32486.82889,1.145991403,36.4251523
12.4,1.943726363,0.042391295,33011.03244,1.138569746,36.76436714
12.5,2.069189046,0.04272498,33325.60799,1.137696607,37.08169791
12.6,1.479371653,0.043107607,33448.70386,1.145991415,37.48547256
12.7,0.983648141,0.043483797,33207.32179,1.161271311,37.71745163
12.8,2.025901708,0.043754753,32751.09468,1.183536265,37.92317023
12.9,1.437749692,0.044137266,31989.99218,1.220208003,38.21423842
13,2.080312408,0.044435569,31301.95071,1.251204327,38.37399835
13.1,2.048396821,0.044780022,30530.92384,1.28612978,38.51077887
13.2,2.255463051,0.045108123,29494.34674,1.335461977,38.69898872
13.3,2.396746829,0.045440724,28806.88,1.369950857,38.80950762
13.4,2.03092285,0.045808024,28139.05488,1.405749455,38.94081609
13.5,2.197187307,0.046138917,27523.11614,1.440674903,39.0699371
13.6,2.178594748,0.046482458,27066.70227,1.468178697,39.18483238
13.7,2.233278844,0.046820985,26721.62241,1.490880239,39.30410508
13.8,2.427854734,0.04714994,26660.77569,1.503540711,39.53936737
13.9,2.002909818,0.047521286,26742.88603,1.505723563,39.70240918
14,2.365688939,0.047838732,27005.52294,1.499611599,39.90156159
14.1,2.115608767,0.048198112,27669.45386,1.478219767,40.24405945
14.2,2.156137145,0.048537608,28156.2274,1.462503312,40.47385028
14.3,2.140042654,0.048880978,28686.76099,1.445477155,40.72443206
14.4,2.367093426,0.049207712,29256.23767,1.428014422,40.99361579
14.5,2.267730009,0.049556779,29894.51047,1.408805426,41.28796728
14.6,2.289939224,0.049897528,30853.2911,1.380428495,41.70815636
14.7,2.301323478,0.050239018,31417.47031,1.364712042,41.97405741
14.8,2.364334466,0.050576975,31864.15223,1.354234405,42.24105265
14.9,2.181702124,0.050931741,32290.79777,1.344193342,42.49710527
15,2.284682197,0.051266963,32746.55516,1.336335113,42.85820534
15.1,2.215295593,0.05161398,32904.84869,1.336771683,43.08690222
15.2,2.349085168,0.051947094,33055.86836,1.340264225,43.41298652
15.3,2.418757671,0.052284596,33184.42908,1.342010496,43.64934325
15.4,2.241121464,0.052639019,33329.10223,1.343320205,43.89992436
15.5,2.316622791,0.052976122,33429.88271,1.346812748,44.16691988
15.6,2.231415092,0.053324221,33441.14438,1.352924705,44.39561632
15.7,2.286099187,0.053662748,33369.76661,1.362092636,44.61118246
15.8,2.244191329,0.054007884,33206.81441,1.377372521,44.89677949
15.9,2.467911344,0.054334845,33034.16746,1.39046956,45.07733007
16,2.072110552,0.054704197,32822.53027,1.408368864,45.35198431
16.1,2.051019925,0.055047909,32776.91064,1.416227093,45.53800554
16.2,2.56534849,0.055354985,32688.00582,1.425831576,45.71636779
16.3,2.477642723,0.055703255,32589.15155,1.435872648,45.88925823
16.4,2.281687353,0.056058932,32450.76999,1.448533128,46.08622141
16.5,2.254767902,0.056403043,32269.6121,1.46555929,46.36525335
16.6,2.549266503,0.056725161,32200.14204,1.473854073,46.52391901
16.7,2.193434796,0.057091777,32156.55133,1.481275744,46.69462031
16.8,2.499591046,0.057413097,32183.19987,1.488697393,46.96489875
